PartyId,total_cytd_outflow,total_cytd_inflow,has_large_withdrawal,prob_outflow_risk,direction_flag,action_priority_score
3550976,889102.04,0.0,1,0.9978,Outflow Risk,0.9978
3678220,888837.43,0.0,0,0.0956,Neutral,0.0961
29310232,888333.06,0.0,1,0.9878,Outflow Risk,0.9878
5574613,882790.0,0.0,0,0.0685,Neutral,0.069
5901123,881325.73,0.0,0,0.0975,Neutral,0.0976
11293209,880951.47,0.0,0,0.1622,Neutral,0.1628
22233541,879092.22,0.0,0,0.0979,Neutral,0.0979
6207030,878823.36,0.0,0,0.1169,Neutral,0.1169
5206869,878571.5,0.0,1,0.9955,Outflow Risk,0.9955
1179672,878461.54,0.0,1,0.9986,Outflow Risk,0.9986
14899134,876000.0,0.0,0,0.1433,Neutral,0.1439
357314,875329.75,0.0,0,0.0782,Neutral,0.0783
1149559,874284.0,0.0,0,0.0891,Neutral,0.0912
11260724,873477.48,0.0,0,0.1377,Neutral,0.1398
25284412,870200.0,0.0,1,0.9844,Outflow Risk,0.9844
1798410,870000.0,0.0,1,0.9778,Outflow Risk,0.9778
614923,868994.08,0.0,0,0.2555,Neutral,0.2558
6057911,867980.76,0.0,0,0.2156,Neutral,0.2157
6231247,867668.39,0.0,1,0.9628,Outflow Risk,0.9628
349362,863766.47,0.0,0,0.0875,Neutral,0.0876
168471,861024.8,0.0,0,0.1605,Neutral,0.1607
1155566,860943.13,0.0,1,0.9976,Outflow Risk,0.9976
3514180,859948.45,0.0,0,0.1279,Neutral,0.1284
6018248,859250.0,0.0,0,0.068,Neutral,0.068
22599303,857541.15,0.0,0,0.122,Neutral,0.122
6358402,857335.4,0.0,0,0.128,Neutral,0.1313
3316116,854872.2,0.0,1,0.9963,Outflow Risk,0.9963
1569182,852006.25,0.0,1,0.9706,Outflow Risk,0.9706
2216061,852000.0,0.0,0,0.0814,Neutral,0.0815
70263,849941.66,0.0,0,0.1936,Neutral,0.1937
329440,848968.43,0.0,0,0.0452,Neutral,0.2773
1402037,848150.79,0.0,0,0.158,Neutral,0.1586
18984151,847876.56,0.0,0,0.0376,Neutral,0.3392
2089164,845000.0,0.0,1,0.9951,Outflow Risk,0.9951
25353085,838820.48,0.0,0,0.1082,Neutral,0.1088
1370925,838272.65,0.0,0,0.1651,Neutral,0.1652
344131,836325.78,0.0,0,0.1215,Neutral,0.1221
22096774,836143.42,0.0,0,0.1004,Neutral,0.1018
351218,835716.7,0.0,1,0.9957,Outflow Risk,0.9957
6242386,831500.0,0.0,0,0.1266,Neutral,0.1269
693149,831359.24,0.0,0,0.0943,Neutral,0.0944
6041281,829550.679999999,0.0,0,0.1227,Neutral,0.1246
13311720,829539.72,0.0,0,0.001,Consolidation Opportunity,0.7979
1200198,828218.23,0.0,1,0.9801,Outflow Risk,0.9801
22101293,825500.0,0.0,0,0.1333,Neutral,0.1338
38507,824096.88,0.0,0,0.1471,Neutral,0.1471
1865513,823415.1,0.0,0,0.1274,Neutral,0.1274
6060274,823192.35,0.0,0,0.1247,Neutral,0.1252
23277687,821291.0,0.0,0,0.1036,Neutral,0.1044
3316849,819395.74,0.0,0,0.1494,Neutral,0.1499
22163792,818298.059999999,0.0,0,0.0331,Neutral,0.3827
2344852,816790.35,0.0,1,0.9952,Outflow Risk,0.9952
6330883,816660.0,0.0,1,0.9958,Outflow Risk,0.9958
23070413,816001.02,0.0,0,0.107,Neutral,0.1077
1165961,815932.76,0.0,1,0.9981,Outflow Risk,0.9981
19088453,814700.0,0.0,0,0.0882,Neutral,0.0888
4703923,812700.0,0.0,0,0.0798,Neutral,0.0802
752969,811518.47,0.0,0,0.1034,Neutral,0.1034
4651659,811502.0,0.0,0,0.0895,Neutral,0.09
5663547,810182.0,0.0,0,0.082,Neutral,0.0824
2265429,810000.0,0.0,1,0.9473,Outflow Risk,0.9549
19085583,806800.0,0.0,0,0.1041,Neutral,0.1047
522157,805939.92,0.0,0,0.0925,Neutral,0.0925
1391749,805029.42,0.0,0,0.1106,Neutral,0.1106
342697,802325.0,0.0,0,0.1133,Neutral,0.1134
1558676,796161.64,0.0,0,0.1111,Neutral,0.1111
1186496,795600.0,0.0,0,0.0896,Neutral,0.09
6173220,795040.64,0.0,0,0.1023,Neutral,0.1042
22088493,794000.0,0.0,1,0.8343,Outflow Risk,0.858
4618730,792961.82,0.0,0,0.1071,Neutral,0.1076
5648521,792625.0,0.0,0,0.1085,Neutral,0.1086
276920,790566.25,0.0,1,0.9935,Outflow Risk,0.9935
19020876,790500.72,0.0,1,0.9933,Outflow Risk,0.9933
133619,790413.16,0.0,0,0.1075,Neutral,0.1076
18312527,789749.56,0.0,1,0.9823,Outflow Risk,0.9823
248194,789397.86,0.0,0,0.0882,Neutral,0.0882
4372880,786948.99,0.0,1,0.9969,Outflow Risk,0.9969
6033231,786750.0,0.0,0,0.1097,Neutral,0.1102
21944474,784889.9,0.0,1,0.9896,Outflow Risk,0.9896
2222921,784614.6,0.0,0,0.0854,Neutral,0.0858
1171522,783675.18,0.0,1,0.9984,Outflow Risk,0.9984
3227978,783404.04,0.0,0,0.1105,Neutral,0.1105
891635,783250.95,0.0,0,0.107,Neutral,0.107
2867193,782103.92,0.0,1,0.9538,Outflow Risk,0.9538
4646047,781176.32,0.0,0,0.086,Neutral,0.0865
152647,780625.0,0.0,0,0.235,Neutral,0.2355
6010554,779746.66,0.0,0,0.107,Neutral,0.1074
2563503,779068.66,0.0,0,0.1038,Neutral,0.1039
21963183,778900.06,0.0,0,0.1215,Neutral,0.23
189906,778464.76,0.0,1,0.9487,Outflow Risk,0.9487
28220440,778375.0,0.0,0,0.0944,Neutral,0.0959
41085,776000.0,0.0,0,0.1212,Neutral,0.1213
13259611,775963.63,0.0,1,0.9966,Outflow Risk,0.9966
732627,775747.75,0.0,0,0.119,Neutral,0.1209
1614299,775510.05,0.0,0,0.0993,Neutral,0.0993
103816,775000.0,0.0,0,0.1309,Neutral,0.131
195676,774683.37,0.0,0,0.0775,Neutral,0.0781
4471211,774021.79,0.0,0,0.1129,Neutral,0.1134
2562481,774000.0,0.0,0,0.161,Neutral,0.1615
18736866,773493.13,0.0,0,0.1597,Neutral,0.1598
1386650,773000.0,0.0,0,0.1423,Neutral,0.1423
11769376,773000.0,0.0,0,0.104,Neutral,0.104
3304629,772675.28,0.0,0,0.0865,Neutral,0.0876
550428,772153.96,0.0,1,0.9981,Outflow Risk,0.9981
1898917,767238.21,0.0,0,0.1147,Neutral,0.1152
203192,765388.52,0.0,1,0.9868,Outflow Risk,0.9868
25377228,765000.0,0.0,0,0.0762,Neutral,0.0762
25823818,765000.0,0.0,0,0.1024,Neutral,0.1078
22121422,765000.0,0.0,0,0.1173,Neutral,0.1178
3227529,763701.95,0.0,0,0.1147,Neutral,0.1152
6124208,761985.1,0.0,1,0.6301,Outflow Risk,0.8751
25425306,760412.51,0.0,0,0.0987,Neutral,0.1018
15420250,760000.0,0.0,0,0.2873,Neutral,0.2874
4305813,758000.0,0.0,0,0.0963,Neutral,0.0967
5585972,758000.0,0.0,1,0.9915,Outflow Risk,0.9915
19601541,757227.0,0.0,0,0.0691,Neutral,0.071
906597,757150.0,0.0,0,0.1574,Neutral,0.1575
2505302,756820.99,0.0,0,0.1059,Neutral,0.1063
3062637,756782.4,0.0,1,0.9367,Outflow Risk,0.9367
17975634,755975.72,0.0,0,0.174,Neutral,0.1742
15606885,755909.04,0.0,1,0.9982,Outflow Risk,0.9982
2758792,752763.98,0.0,1,0.9913,Outflow Risk,0.9913
1149378,750733.71,0.0,0,0.0632,Neutral,0.0632
345753,750599.52,0.0,1,0.9922,Outflow Risk,0.9922
3840156,750000.0,0.0,1,0.9531,Outflow Risk,0.9531
147757,749775.0,0.0,0,0.087,Neutral,0.0874
29383878,747904.71,0.0,0,0.1162,Neutral,0.1168
268130,746341.34,0.0,0,0.1309,Neutral,0.1309
1370977,743500.02,0.0,0,0.1339,Neutral,0.134
308708,741558.0,0.0,0,0.1507,Neutral,0.1512
13855997,741250.0,0.0,0,0.1205,Neutral,0.1216
236166,739911.85,0.0,0,0.1281,Neutral,0.1282
1391754,739016.23,0.0,0,0.0932,Neutral,0.0932
340204,738200.0,0.0,0,0.1089,Neutral,0.1094
2935559,737199.13,0.0,0,0.1034,Neutral,0.1035
6354111,729810.0,0.0,0,0.0964,Neutral,0.0979
219743,729000.0,0.0,0,0.2172,Neutral,0.2173
26142593,728844.11,0.0,1,0.9368,Outflow Risk,0.9368
5796383,726567.72,0.0,1,0.9971,Outflow Risk,0.9971
1264783,724316.5,0.0,0,0.1726,Neutral,0.1727
23340480,719999.64,0.0,0,0.127,Neutral,0.1282
2428833,719494.28,0.0,0,0.2391,Neutral,0.2407
570844,719397.75,0.0,0,0.1367,Neutral,0.1368
4467209,717975.0,0.0,0,0.1238,Neutral,0.1247
2092452,717792.54,0.0,0,0.1269,Neutral,0.1273
1200897,716594.47,0.0,1,0.9885,Outflow Risk,0.9885
4613389,715380.28,0.0,0,0.0883,Neutral,0.0888
770151,714883.46,0.0,0,0.106,Neutral,0.106
286424,714078.11,0.0,0,0.0137,Neutral,0.3331
5201324,712984.66,0.0,0,0.1365,Neutral,0.1365
1045901,712124.54,0.0,0,0.127,Neutral,0.1271
679303,711359.46,0.0,0,0.1516,Neutral,0.1521
850369,710913.81,0.0,1,0.9918,Outflow Risk,0.9918
1043673,709844.25,0.0,0,0.0903,Neutral,0.0903
3447778,703304.28,0.0,0,0.1003,Neutral,0.1009
4693090,698964.28,0.0,0,0.0864,Neutral,0.0869
3498566,694265.56,0.0,1,0.977,Outflow Risk,0.977
1076074,693000.0,0.0,0,0.1172,Neutral,0.1188
22162758,689200.0,0.0,0,0.0984,Neutral,0.0984
737273,689166.72,0.0,0,0.124,Neutral,0.1241
22589731,689031.04,0.0,0,0.1041,Neutral,0.1043
5893407,688500.0,0.0,0,0.1222,Neutral,0.1222
4471895,688500.0,0.0,0,0.0952,Neutral,0.0957
17803700,688500.0,0.0,0,0.0899,Neutral,0.0903
675611,687607.43,0.0,1,0.9981,Outflow Risk,0.9981
21993924,687585.61,0.0,0,0.1322,Neutral,0.1327
4645873,685759.48,0.0,0,0.0977,Neutral,0.0977
4366987,684107.03,0.0,1,0.9948,Outflow Risk,0.9948
4805982,684059.83,0.0,0,0.1081,Neutral,0.1082
6046783,683750.0,0.0,0,0.0957,Neutral,0.0961
6264384,683072.85,0.0,0,0.1504,Neutral,0.1504
5344383,682906.88,0.0,0,0.1471,Neutral,0.1472
4309691,680662.66,0.0,0,0.1766,Neutral,0.178
2566487,679900.0,0.0,0,0.1549,Neutral,0.1555
99043,679641.0,0.0,0,0.116,Neutral,0.1165
4508164,679164.89,0.0,0,0.0827,Neutral,0.0831
3004202,675600.0,0.0,1,0.9943,Outflow Risk,0.9943
4141866,673200.0,0.0,0,0.1079,Neutral,0.1085
5799153,672505.0,0.0,0,0.1092,Neutral,0.1093
6121225,672330.62,0.0,0,0.0686,Neutral,0.2844
375533,671444.5,0.0,0,0.1264,Neutral,0.1265
6056172,670731.6,0.0,0,0.062,Neutral,0.0622
3057046,670009.0,0.0,0,0.081,Neutral,0.081
2653285,669822.26,0.0,0,0.1565,Neutral,0.1583
3505312,669375.0,0.0,0,0.0777,Neutral,0.0779
18520729,668200.53,0.0,0,0.1745,Neutral,0.1746
1639353,665714.57,0.0,0,0.0996,Neutral,0.1001
5154763,664422.54,0.0,1,0.9977,Outflow Risk,0.9977
3503245,664035.38,0.0,0,0.0955,Neutral,0.096
22121053,663280.0,0.0,0,0.0905,Neutral,0.091
5376167,662433.45,0.0,1,0.9973,Outflow Risk,0.9973
288664,662250.57,0.0,0,0.0961,Neutral,0.0962
6089015,659999.34,0.0,0,0.0308,Consolidation Opportunity,0.4695
22589401,659624.8,0.0,0,0.1014,Neutral,0.1014
6033424,657986.07,0.0,0,0.1237,Neutral,0.1243
5154745,657172.24,0.0,1,0.9793,Outflow Risk,0.9793
2042158,657065.64,0.0,0,0.0709,Neutral,0.0709
905280,656692.65,0.0,0,0.0994,Neutral,0.0994
5425501,656502.17,0.0,1,0.9957,Outflow Risk,0.9957
266019,656500.0,0.0,0,0.0057,Consolidation Opportunity,0.7835
26061917,654375.0,0.0,0,0.064,Neutral,0.0679
5541888,649687.23,0.0,0,0.0849,Neutral,0.0849
6069952,646307.47,0.0,0,0.1628,Neutral,0.1633
6121875,643835.66,0.0,0,0.2351,Neutral,0.2352
3136798,642097.39,0.0,1,0.9866,Outflow Risk,0.9866
6157113,638921.44,0.0,0,0.1555,Neutral,0.156
408605,638293.35,0.0,1,0.993,Outflow Risk,0.993
1194491,637228.01,0.0,0,0.1644,Neutral,0.1649
15980413,636412.46,0.0,0,0.1581,Neutral,0.1583
22121365,636000.0,0.0,0,0.3092,Neutral,0.3094
4545149,635830.58,0.0,0,0.111,Neutral,0.111
4653642,635679.25,0.0,0,0.0806,Neutral,0.0816
340859,634831.62,0.0,1,0.9976,Outflow Risk,0.9976
5732924,633500.0,0.0,0,0.1002,Neutral,0.1007
3031673,632692.31,0.0,0,0.1201,Neutral,0.1217
17181407,632353.68,0.0,0,0.1135,Neutral,0.1141
3363285,628747.92,0.0,0,0.1697,Neutral,0.1698
5988461,628552.87,0.0,1,0.9842,Outflow Risk,0.9842
4930106,628090.63,0.0,1,0.9891,Outflow Risk,0.9891
2177227,627000.0,0.0,0,0.0964,Neutral,0.0964
1625047,625771.52,0.0,1,0.9974,Outflow Risk,0.9974
5861663,624888.88,0.0,0,0.0672,Neutral,0.0672
3720406,624632.44,0.0,1,0.9887,Outflow Risk,0.9887
19123473,623883.19,0.0,0,0.0763,Neutral,0.0773
220089,623200.0,0.0,0,0.1483,Neutral,0.1483
2125597,623002.43,0.0,0,0.1445,Neutral,0.1449
1603100,621500.0,0.0,0,0.2294,Neutral,0.2299
1630035,619078.08,0.0,0,0.0419,Neutral,0.2284
4755251,618771.9,0.0,1,0.9925,Outflow Risk,0.9925
2201742,618750.0,0.0,0,0.1514,Neutral,0.1517
5889536,617400.0,0.0,0,0.0925,Neutral,0.0931
3122147,616503.4,0.0,0,0.1757,Neutral,0.1758
17962652,616272.14,0.0,0,0.1083,Neutral,0.1088
2856064,616210.19,0.0,0,0.1126,Neutral,0.1134
218140,616000.0,0.0,0,0.1422,Neutral,0.1426
16931925,616000.0,0.0,0,0.0764,Neutral,0.0765
1720587,615256.38,0.0,1,0.9636,Outflow Risk,0.9636
1179768,615059.99,0.0,1,0.9976,Outflow Risk,0.9976
4555171,613578.04,0.0,0,0.119,Neutral,0.119
5945640,613125.0,0.0,0,0.0202,Neutral,0.3493
222740,612000.0,0.0,0,0.1501,Neutral,0.1507
2060089,612000.0,0.0,0,0.075,Neutral,0.075
287396,612000.0,0.0,0,0.0348,Consolidation Opportunity,0.5402
22939445,612000.0,0.0,0,0.1579,Neutral,0.1587
20021610,612000.0,0.0,0,0.0897,Neutral,0.0897
330051,612000.0,0.0,0,0.1772,Neutral,0.1773
3528465,612000.0,0.0,0,0.0738,Neutral,0.0738
4633757,611924.73,0.0,0,0.113,Neutral,0.1131
3530693,610475.2,0.0,0,0.0908,Neutral,0.0917
26820844,610250.0,0.0,1,0.9876,Outflow Risk,0.9876
12376723,609187.87,0.0,0,0.1023,Neutral,0.1028
2620008,609000.0,0.0,0,0.0832,Neutral,0.0834
11143035,607580.0,0.0,0,0.0913,Neutral,0.0914
3677615,607048.68,0.0,0,0.1015,Neutral,0.1016
6048616,606875.0,0.0,0,0.1358,Neutral,0.1372
21944810,603139.39,0.0,0,0.0609,Neutral,0.1501
3516662,603000.0,0.0,0,0.0999,Neutral,0.1004
156582,602384.51,0.0,1,0.9969,Outflow Risk,0.9969
864484,600909.7,0.0,1,0.9964,Outflow Risk,0.9964
1252081,600409.14,0.0,0,0.195,Neutral,0.1956
22211022,600000.0,0.0,1,0.994,Outflow Risk,0.994
15870281,598507.47,0.0,1,0.993,Outflow Risk,0.993
2521879,598264.7,0.0,0,0.0779,Neutral,0.0781
19085590,597700.0,0.0,0,0.0885,Neutral,0.0885
4476436,596500.0,0.0,0,0.1074,Neutral,0.1075
3516609,595466.64,0.0,0,0.0976,Neutral,0.0981
182816,594000.0,0.0,0,0.1057,Neutral,0.1062
5625760,591738.94,0.0,0,0.1003,Neutral,0.1005
711309,590137.44,0.0,0,0.106,Neutral,0.1065
1898051,590000.0,0.0,1,0.9744,Outflow Risk,0.9744
2740787,587532.24,0.0,0,0.0863,Neutral,0.0863
3713883,587373.56,0.0,1,0.995,Outflow Risk,0.995
133522,587272.94,0.0,0,0.1872,Neutral,0.1873
4847337,586395.0,0.0,0,0.1676,Neutral,0.1677
324296,585165.6,0.0,0,0.0752,Neutral,0.0752
2125749,584447.76,0.0,0,0.116,Neutral,0.1165
242012,584000.0,0.0,0,0.1049,Neutral,0.1053
12327309,584000.0,0.0,0,0.0816,Neutral,0.0816
4798793,583472.76,0.0,0,0.1341,Neutral,0.1346
856009,583318.78,0.0,0,0.1332,Neutral,0.1333
29656,580658.54,0.0,0,0.1854,Neutral,0.1874
737665,580580.0,0.0,0,0.0865,Neutral,0.0866
779943,579326.61,0.0,0,0.1383,Neutral,0.1387
5392130,579117.01,0.0,0,0.0936,Neutral,0.0936
244676,578555.57,0.0,0,0.111,Neutral,0.111
6089942,577428.0,0.0,0,0.0658,Neutral,0.0658
6240334,576035.21,0.0,0,0.1586,Neutral,0.1587
1208513,575621.54,0.0,0,0.1757,Neutral,0.1767
349047,575085.35,0.0,0,0.0962,Neutral,0.0968
115905,573902.94,0.0,1,0.9851,Outflow Risk,0.9851
2664161,573321.42,0.0,0,0.1223,Neutral,0.1229
871135,573307.67,0.0,1,0.9809,Outflow Risk,0.9809
5793173,571562.53,0.0,1,0.9968,Outflow Risk,0.9968
817206,571428.56,0.0,1,0.9934,Outflow Risk,0.9934
17926757,570720.0,0.0,0,0.0656,Neutral,0.0657
129677,569666.0,0.0,0,0.1968,Neutral,0.1969
21854731,569350.03,0.0,1,0.9879,Outflow Risk,0.9879
906384,569250.0,0.0,0,0.0948,Neutral,0.0954
906420,569250.0,0.0,0,0.0893,Neutral,0.0895
18857570,568800.05,0.0,0,0.2117,Neutral,0.2118
24238,568712.25,0.0,0,0.107,Neutral,0.1074
53802,567808.12,0.0,0,0.1234,Neutral,0.1239
3502946,567300.0,0.0,0,0.0969,Neutral,0.0975
4039854,565989.82,0.0,0,0.1521,Neutral,0.1527
3217123,565400.0,0.0,0,0.0839,Neutral,0.0844
138988,562800.16,0.0,0,0.1147,Neutral,0.1147
2918510,562146.43,0.0,0,0.1061,Neutral,0.1066
1297481,561846.0,0.0,0,0.0701,Neutral,0.0701
12977157,561600.0,0.0,0,0.1179,Neutral,0.1188
29000280,560597.72,0.0,1,0.9741,Outflow Risk,0.9741
3848427,560000.0,0.0,0,0.1167,Neutral,0.1172
3692349,558581.81,0.0,1,0.9981,Outflow Risk,0.9981
5670733,557994.68,0.0,1,0.9885,Outflow Risk,0.9885
6037940,557082.54,0.0,0,0.1038,Neutral,0.1044
1929706,556520.67,0.0,0,0.1467,Neutral,0.1469
1650792,555200.0,0.0,1,0.9981,Outflow Risk,0.9981
1867070,554976.4,0.0,0,0.1027,Neutral,0.1027
792921,553963.73,0.0,0,0.0886,Neutral,0.0887
3943003,553921.11,0.0,1,0.9976,Outflow Risk,0.9976
12158128,553012.38,0.0,0,0.0901,Neutral,0.0915
1467261,552500.0,0.0,0,0.0936,Neutral,0.0946
44692,550992.63,0.0,0,0.3088,Neutral,0.3098
15350974,549888.16,0.0,0,0.0761,Neutral,0.0763
23027805,548106.64,0.0,0,0.0705,Neutral,0.0706
21916777,546692.3,0.0,0,0.0928,Neutral,0.0933
809586,545468.0,0.0,0,0.0749,Neutral,0.075
5891170,543150.0,0.0,0,0.1121,Neutral,0.1121
3857138,543068.42,0.0,0,0.1066,Neutral,0.1071
3392459,541209.05,0.0,0,0.0982,Neutral,0.0989
21969239,541045.65,0.0,0,0.0829,Neutral,0.0834
672915,540344.81,0.0,1,0.9666,Outflow Risk,0.9666
6250910,540000.0,0.0,1,0.9894,Outflow Risk,0.9894
11453571,539421.55,0.0,1,0.9961,Outflow Risk,0.9961
1140982,539211.04,0.0,1,0.9938,Outflow Risk,0.9938
214115,538062.48,0.0,0,0.1129,Neutral,0.1139
346332,536551.87,0.0,0,0.067,Neutral,0.0671
3804733,536067.11,0.0,0,0.0858,Neutral,0.0858
17802299,535928.55,0.0,0,0.0607,Neutral,0.0612
1764115,535519.28,0.0,0,0.1136,Neutral,0.1146
4140570,535500.0,0.0,0,0.1115,Neutral,0.1116
3514855,535500.0,0.0,0,0.085,Neutral,0.0851
1667393,534837.5,0.0,0,0.1325,Neutral,0.133
4280791,533999.91,0.0,0,0.0786,Neutral,0.0787
5655953,533963.44,0.0,0,0.082,Neutral,0.0821
21990239,533887.24,0.0,1,0.9958,Outflow Risk,0.9958
5664736,531771.81,0.0,0,0.0963,Neutral,0.0963
15410047,531576.63,0.0,0,0.0679,Neutral,0.0681
892034,531250.0,0.0,1,0.9973,Outflow Risk,0.9973
2030306,530000.0,0.0,1,0.9945,Outflow Risk,0.9945
5899653,528730.22,0.0,0,0.0983,Neutral,0.0991
329306,528000.21,0.0,0,0.214,Neutral,0.2143
111037,527003.53,0.0,1,0.9938,Outflow Risk,0.9938
3034367,526710.66,0.0,1,0.9926,Outflow Risk,0.9926
118112,525642.22,0.0,0,0.0535,Neutral,0.054
39470,523872.0,0.0,0,0.1232,Neutral,0.1236
1879756,523600.0,0.0,0,0.2783,Neutral,0.2788
6174432,522821.21,0.0,0,0.1141,Neutral,0.1142
1409955,522606.2,0.0,0,0.1304,Neutral,0.1309
6270969,521921.47,0.0,0,0.1308,Neutral,0.1314
5209873,519481.49,0.0,0,0.1124,Neutral,0.1125
4529493,518465.17,0.0,0,0.1848,Neutral,0.1854
784426,518000.0,0.0,0,0.1169,Neutral,0.1174
19065043,516037.96,0.0,0,0.0744,Neutral,0.0744
352709,513370.56,0.0,0,0.121,Neutral,0.1211
270035,513133.76,0.0,0,0.1503,Neutral,0.1509
4661833,512345.0,0.0,0,0.087,Neutral,0.0871
3847968,512188.08,0.0,0,0.0854,Neutral,0.0859
1530077,512058.7,0.0,0,0.09,Neutral,0.09
15733071,511854.42,0.0,1,0.9615,Outflow Risk,0.9615
2936824,511600.0,0.0,0,0.0835,Neutral,0.084
6150118,510700.0,0.0,0,0.085,Neutral,0.085
1929688,510317.14,0.0,0,0.1064,Neutral,0.1069
349701,509657.1,0.0,0,0.1404,Neutral,0.1404
1297506,509500.0,0.0,0,0.139,Neutral,0.1392
3848180,509000.0,0.0,0,0.0822,Neutral,0.0823
20002249,507852.98,0.0,0,0.0643,Neutral,0.0644
3549250,507750.0,0.0,0,0.0807,Neutral,0.0808
1861108,506057.19,0.0,1,0.9978,Outflow Risk,0.9978
1393929,504900.0,0.0,0,0.1309,Neutral,0.131
10941,504332.6,0.0,0,0.0618,Neutral,0.0619
1044322,504084.03,0.0,0,0.1053,Neutral,0.1055
23287047,503876.74,0.0,0,0.1004,Neutral,0.1005
1909122,501599.56,0.0,0,0.1184,Neutral,0.1188
16843671,501449.47,0.0,0,0.0797,Neutral,0.0807
1577241,501249.24,0.0,0,0.1036,Neutral,0.1047
2779248,500886.97,0.0,1,0.9964,Outflow Risk,0.9964
340082,500807.75,0.0,0,0.0454,Neutral,0.0455
3854307,500800.0,0.0,0,0.1064,Neutral,0.1065
618305,500000.0,0.0,1,0.9984,Outflow Risk,0.9984
305922,500000.0,0.0,1,0.9131,Outflow Risk,0.9131
33620556,500000.0,0.0,1,0.9754,Outflow Risk,0.9754
5574652,499893.0,0.0,0,0.1184,Neutral,0.1185
3189772,499842.0,0.0,0,0.2095,Neutral,0.2096
10739458,499500.0,0.0,0,0.0618,Neutral,0.0619
25436884,499104.25,0.0,0,0.0531,Neutral,0.0556
12553,497500.0,0.0,0,0.1306,Neutral,0.1306
2251614,495250.0,0.0,0,0.2458,Neutral,0.246
176274,495000.0,0.0,1,0.9917,Outflow Risk,0.9917
217876,494363.72,0.0,0,0.1553,Neutral,0.1557
431849,494172.23,0.0,0,0.0805,Neutral,0.0805
6372149,493874.47,0.0,0,0.1211,Neutral,0.1211
17928062,493500.0,0.0,0,0.1033,Neutral,0.1047
15413747,493151.04,0.0,0,0.1083,Neutral,0.109
6008498,492026.63,0.0,0,0.1142,Neutral,0.1147
660820,491765.2,0.0,0,0.0643,Neutral,0.0644
18493737,490048.73,0.0,0,0.2016,Neutral,0.2017
25824546,489977.96,0.0,0,0.0832,Neutral,0.0837
20144374,489846.1,0.0,0,0.1046,Neutral,0.1053
559330,489564.42,0.0,0,0.1367,Neutral,0.1368
23119115,488833.57,0.0,0,0.1732,Neutral,0.1745
6052917,488800.0,0.0,0,0.1477,Neutral,0.1482
4156487,488551.48,0.0,0,0.0955,Neutral,0.096
3533648,488512.49,0.0,0,0.1172,Neutral,0.1177
4661847,487782.2,0.0,0,0.1356,Neutral,0.1357
38260,487718.0,0.0,0,0.1528,Neutral,0.1528
1420532,487685.19,0.0,0,0.2365,Neutral,0.2371
2668528,487500.0,0.0,0,0.1519,Neutral,0.1524
5563295,486941.21,0.0,0,0.1237,Neutral,0.1243
98113,486720.17,0.0,0,0.1901,Neutral,0.1902
2033944,486700.72,0.0,0,0.11,Neutral,0.11
163915,486074.38,0.0,0,0.1524,Neutral,0.1529
5551452,486028.32,0.0,1,0.9969,Outflow Risk,0.9969
3115705,486000.0,0.0,0,0.1276,Neutral,0.1278
351396,485000.0,0.0,1,0.9865,Outflow Risk,0.9865
1156368,484707.62,0.0,0,0.1079,Neutral,0.108
16346337,484614.94,0.0,0,0.0571,Neutral,0.0577
1372827,484149.44,0.0,0,0.1306,Neutral,0.1307
769378,483625.0,0.0,0,0.094,Neutral,0.0941
6208370,482213.63,0.0,0,0.1066,Neutral,0.107
2767080,481624.96,0.0,0,0.1289,Neutral,0.1291
83466,480950.0,0.0,0,0.2124,Neutral,0.2125
6216754,480083.66,0.0,0,0.1507,Neutral,0.1512
5988877,480000.0,0.0,1,0.9978,Outflow Risk,0.9978
5619804,479985.2,0.0,0,0.1543,Neutral,0.1544
1177145,479453.36,0.0,0,0.0874,Neutral,0.0875
17782695,478991.33,0.0,0,0.0303,Neutral,0.0304
