PartyId,total_cytd_outflow,total_cytd_inflow,has_large_withdrawal,prob_outflow_risk,direction_flag,action_priority_score
1401425,38982004.96,0.0,1,0.9983,Outflow Risk,0.9983
1200875,11043597.48,0.0,1,0.9966,Outflow Risk,0.9966
3177435,10202000.1,0.0,1,0.9914,Outflow Risk,0.9914
1605328,9938000.0,0.0,1,0.9969,Outflow Risk,0.9969
11453540,9921000.87,0.0,1,0.9953,Outflow Risk,0.9953
606918,8559383.96,0.0,1,0.9979,Outflow Risk,0.9979
2023261,7648373.8,0.0,1,0.9986,Outflow Risk,0.9986
3480913,7595500.0,0.0,1,0.9764,Outflow Risk,0.9786
281520,6758023.06,0.0,1,0.9978,Outflow Risk,0.9978
1001381,6546548.83,0.0,1,0.9988,Outflow Risk,0.9988
1295476,6475588.84,0.0,1,0.9976,Outflow Risk,0.9976
1617254,6456830.73,0.0,1,0.9979,Outflow Risk,0.9979
1853078,6174324.83,0.0,1,0.9983,Outflow Risk,0.9983
23119051,6047332.7,0.0,1,0.9871,Outflow Risk,0.9871
340455,5812739.37,0.0,1,0.9955,Outflow Risk,0.9955
184478,5810376.08,0.0,1,0.9186,Outflow Risk,0.9226
1170997,5797875.19,0.0,1,0.9976,Outflow Risk,0.9976
14206625,5679268.0,0.0,1,0.9963,Outflow Risk,0.9963
17803448,5281516.92,0.0,1,0.9941,Outflow Risk,0.9941
1390815,5045002.56,0.0,1,0.9977,Outflow Risk,0.9977
1609711,4987917.51,0.0,1,0.9941,Outflow Risk,0.9941
3503438,4896000.0,0.0,1,0.9989,Outflow Risk,0.9989
6135520,4778203.13,0.0,1,0.9965,Outflow Risk,0.9965
5006042,4722689.51,0.0,1,0.9757,Outflow Risk,0.9757
1565392,4682882.5,0.0,1,0.9943,Outflow Risk,0.9943
4151365,4568906.32,0.0,1,0.9975,Outflow Risk,0.9975
22933014,4472057.93,0.0,1,0.9742,Outflow Risk,0.9742
5811861,4388387.21,0.0,1,0.9967,Outflow Risk,0.9967
4019459,4208031.7,0.0,1,0.9981,Outflow Risk,0.9981
1396010,4184819.39,0.0,1,0.9984,Outflow Risk,0.9984
2408197,4160200.0,0.0,1,0.9986,Outflow Risk,0.9986
3662340,4042535.21,0.0,1,0.9908,Outflow Risk,0.9908
4345964,4032040.0,0.0,1,0.8663,Outflow Risk,0.9113
4201301,4030280.0,0.0,1,0.9971,Outflow Risk,0.9971
2578025,3958912.95,0.0,1,0.988,Outflow Risk,0.988
3599882,3952138.57,0.0,1,0.9987,Outflow Risk,0.9987
5841624,3937914.38,0.0,1,0.9987,Outflow Risk,0.9987
3543387,3906411.83,0.0,1,0.9977,Outflow Risk,0.9977
268475,3899792.42,0.0,1,0.9979,Outflow Risk,0.9979
5918854,3872082.4,0.0,1,0.9983,Outflow Risk,0.9983
6065255,3742553.3,0.0,1,0.9925,Outflow Risk,0.9925
1755150,3704000.0,0.0,1,0.999,Outflow Risk,0.999
1886542,3684225.16,0.0,1,0.9904,Outflow Risk,0.9904
2406055,3628580.42,0.0,1,0.9827,Outflow Risk,0.9827
375262,3614285.62,0.0,1,0.9107,Outflow Risk,0.9107
899561,3605105.04,0.0,1,0.9983,Outflow Risk,0.9983
1767572,3598163.7,0.0,1,0.992,Outflow Risk,0.992
4569269,3593928.6,0.0,1,0.998,Outflow Risk,0.998
3651637,3562322.55,0.0,1,0.9989,Outflow Risk,0.9989
6000147,3390463.18,0.0,1,0.9696,Outflow Risk,0.9696
5753891,3277740.0,0.0,1,0.9984,Outflow Risk,0.9984
6035669,3273668.55,0.0,1,0.9948,Outflow Risk,0.9948
1653278,3262076.15,0.0,1,0.9987,Outflow Risk,0.9987
1849339,3240432.0,0.0,1,0.9986,Outflow Risk,0.9986
3727371,3233800.0,0.0,1,0.9981,Outflow Risk,0.9981
4718580,3219377.92999999,0.0,1,0.9987,Outflow Risk,0.9987
5586379,3215720.17,0.0,1,0.9983,Outflow Risk,0.9983
1045873,3185313.68,0.0,1,0.9972,Outflow Risk,0.9972
18156621,3180795.0,0.0,1,0.9709,Outflow Risk,0.9709
2245499,3126860.07,0.0,1,0.9978,Outflow Risk,0.9978
1736352,3105280.94,0.0,1,0.9956,Outflow Risk,0.9956
1861367,3062386.47,0.0,1,0.9987,Outflow Risk,0.9987
6075931,3060000.0,0.0,1,0.9982,Outflow Risk,0.9982
4313894,3057000.0,0.0,1,0.9993,Outflow Risk,0.9993
2348354,3052600.0,0.0,1,0.9965,Outflow Risk,0.9965
325766,3028067.5,0.0,1,0.9729,Outflow Risk,0.9729
242432,2987564.27,0.0,1,0.9823,Outflow Risk,0.9823
89575,2985673.48,0.0,1,0.9349,Outflow Risk,0.943
3159263,2984797.94,0.0,1,0.9894,Outflow Risk,0.9894
15893946,2970258.03,0.0,1,0.985,Outflow Risk,0.985
6249821,2950847.25,0.0,1,0.9984,Outflow Risk,0.9984
3530284,2907836.0,0.0,1,0.9931,Outflow Risk,0.9931
4073812,2894793.7,0.0,1,0.9944,Outflow Risk,0.9944
1765889,2883781.38,0.0,1,0.9588,Outflow Risk,0.9678
5300602,2862870.29,0.0,1,0.9947,Outflow Risk,0.9947
21996783,2805333.36,0.0,1,0.9953,Outflow Risk,0.9953
350731,2776990.67,0.0,1,0.9988,Outflow Risk,0.9988
353867,2772750.42,0.0,1,0.8975,Outflow Risk,0.8975
27861690,2746625.86,0.0,1,0.9884,Outflow Risk,0.9884
6233201,2734673.55,0.0,1,0.9988,Outflow Risk,0.9988
1447727,2723400.0,0.0,1,0.9941,Outflow Risk,0.9941
722023,2722260.0,0.0,1,0.9823,Outflow Risk,0.9823
862119,2719066.94,0.0,1,0.9898,Outflow Risk,0.9898
20146999,2698764.0,0.0,1,0.9959,Outflow Risk,0.9959
3526539,2659392.2,0.0,1,0.9954,Outflow Risk,0.9954
18517369,2592238.59,0.0,1,0.9907,Outflow Risk,0.9907
17803020,2552345.42,0.0,1,0.9955,Outflow Risk,0.9955
1699079,2527718.09,0.0,1,0.9976,Outflow Risk,0.9976
3282557,2508750.0,0.0,1,0.9968,Outflow Risk,0.9968
5869085,2463829.91,0.0,1,0.9955,Outflow Risk,0.9955
25437107,2440595.04,0.0,1,0.9845,Outflow Risk,0.9845
2225935,2435390.69,0.0,1,0.9606,Outflow Risk,0.9678
1116323,2434833.07,0.0,1,0.9982,Outflow Risk,0.9982
1193036,2414000.91,0.0,1,0.9984,Outflow Risk,0.9984
4095880,2410625.0,0.0,1,0.9987,Outflow Risk,0.9987
27861677,2405558.79,0.0,1,0.9823,Outflow Risk,0.9823
21969491,2396155.42999999,0.0,1,0.9921,Outflow Risk,0.9921
5841480,2396055.05,0.0,1,0.9525,Outflow Risk,0.9525
4095922,2385625.0,0.0,1,0.9963,Outflow Risk,0.9963
21922686,2368034.67,0.0,1,0.9262,Outflow Risk,0.9325
1006221,2365108.64,0.0,1,0.9988,Outflow Risk,0.9988
16973992,2346000.0,0.0,1,0.993,Outflow Risk,0.993
5933635,2338000.0,0.0,0,0.0892,Neutral,0.0892
1109683,2329846.57,0.0,1,0.9992,Outflow Risk,0.9992
1615483,2317334.41,0.0,1,0.999,Outflow Risk,0.999
5964813,2314000.0,0.0,1,0.9542,Outflow Risk,0.9542
110449,2302192.0,0.0,1,0.8981,Outflow Risk,0.9172
654818,2301262.79,0.0,1,0.9982,Outflow Risk,0.9982
1282263,2276117.95,0.0,1,0.9976,Outflow Risk,0.9976
5738532,2271709.9,0.0,1,0.9962,Outflow Risk,0.9962
3681138,2259460.53,0.0,1,0.9974,Outflow Risk,0.9974
6120069,2253890.31,0.0,1,0.9543,Outflow Risk,0.9543
330902,2222692.08,0.0,1,0.9903,Outflow Risk,0.9903
6066561,2221015.6,0.0,1,0.9964,Outflow Risk,0.9964
5613769,2217998.45,0.0,1,0.9987,Outflow Risk,0.9987
5695409,2217000.5,0.0,1,0.9956,Outflow Risk,0.9956
576071,2212427.92,0.0,1,0.9181,Outflow Risk,0.9181
23277425,2210914.0,0.0,1,0.9846,Outflow Risk,0.9846
22765227,2202288.8,0.0,1,0.9973,Outflow Risk,0.9973
3331267,2180431.2,0.0,0,0.1513,Neutral,0.1521
22122603,2164076.38,0.0,1,0.8603,Outflow Risk,0.8919
21990616,2161227.96,0.0,1,0.9961,Outflow Risk,0.9961
22451560,2142000.0,0.0,1,0.9375,Outflow Risk,0.9453
5990682,2097817.66,0.0,1,0.999,Outflow Risk,0.999
217863,2068657.36,0.0,1,0.9963,Outflow Risk,0.9963
1146064,2055000.0,0.0,1,0.9863,Outflow Risk,0.9863
350108,2050000.0,0.0,1,0.9977,Outflow Risk,0.9977
3144638,2017509.94,0.0,1,0.9931,Outflow Risk,0.9931
12296397,2013000.0,0.0,1,0.9882,Outflow Risk,0.9882
1117784,1995017.28,0.0,1,0.9959,Outflow Risk,0.9959
32214562,1991642.83,0.0,1,0.999,Outflow Risk,0.999
25349922,1980766.7,0.0,1,0.9825,Outflow Risk,0.9825
204265,1972857.2,0.0,1,0.9854,Outflow Risk,0.9854
1860181,1964857.72,0.0,0,0.1103,Neutral,0.1103
465219,1964500.0,0.0,1,0.9987,Outflow Risk,0.9987
5928257,1962000.0,0.0,1,0.9978,Outflow Risk,0.9978
4112904,1955205.34,0.0,1,0.9987,Outflow Risk,0.9987
4068349,1941992.38,0.0,1,0.9989,Outflow Risk,0.9989
6225713,1939900.0,0.0,1,0.9979,Outflow Risk,0.9979
1860672,1930655.16,0.0,1,0.9987,Outflow Risk,0.9987
3478988,1927768.60999999,0.0,0,0.1737,Neutral,0.1737
1714305,1917158.91,0.0,1,0.9946,Outflow Risk,0.9946
25283254,1914666.0,0.0,1,0.9837,Outflow Risk,0.9837
1967512,1910000.0,0.0,1,0.9976,Outflow Risk,0.9976
4656080,1908178.85,0.0,1,0.9906,Outflow Risk,0.9906
871904,1902097.48,0.0,1,0.9891,Outflow Risk,0.9891
5665477,1901515.17,0.0,1,0.9964,Outflow Risk,0.9964
2597272,1897796.93,0.0,1,0.9839,Outflow Risk,0.9839
3805210,1889485.62,0.0,1,0.9991,Outflow Risk,0.9991
6238935,1869842.76,0.0,1,0.9971,Outflow Risk,0.9971
250585,1856319.75,0.0,0,0.1462,Neutral,0.1479
21871721,1847575.06,0.0,1,0.9905,Outflow Risk,0.9905
6190039,1843267.57,0.0,1,0.9569,Outflow Risk,0.9569
12250825,1807926.8,0.0,1,0.9974,Outflow Risk,0.9974
149774,1772541.93,0.0,1,0.9967,Outflow Risk,0.9967
1960115,1767385.94,0.0,1,0.9886,Outflow Risk,0.9886
1186211,1756540.54,0.0,1,0.9966,Outflow Risk,0.9966
1952481,1747197.08,0.0,1,0.9978,Outflow Risk,0.9978
346293,1745658.39,0.0,1,0.9988,Outflow Risk,0.9988
1861318,1731013.21,0.0,1,0.9946,Outflow Risk,0.9946
2656343,1710097.55,0.0,1,0.9872,Outflow Risk,0.9872
11429126,1703500.0,0.0,1,0.9976,Outflow Risk,0.9976
1240817,1700783.14,0.0,1,0.9973,Outflow Risk,0.9973
3737914,1698572.13,0.0,1,0.9976,Outflow Risk,0.9976
264251,1690345.02,0.0,1,0.9983,Outflow Risk,0.9983
14095880,1688750.65,0.0,1,0.9893,Outflow Risk,0.9893
24619034,1678691.73,0.0,1,0.8514,Outflow Risk,0.8514
314545,1672621.69,0.0,1,0.9923,Outflow Risk,0.9923
1437534,1670700.0,0.0,1,0.999,Outflow Risk,0.999
184484,1665917.24,0.0,0,0.1226,Neutral,0.1226
3274487,1659168.04,0.0,1,0.9968,Outflow Risk,0.9968
34760,1658303.3,0.0,1,0.999,Outflow Risk,0.999
6174604,1654930.47,0.0,1,0.9266,Outflow Risk,0.9266
22105671,1651065.0,0.0,0,0.1431,Neutral,0.223
891359,1645749.94,0.0,1,0.9979,Outflow Risk,0.9979
2636390,1626029.33,0.0,1,0.9985,Outflow Risk,0.9985
1200082,1624000.0,0.0,1,0.9892,Outflow Risk,0.9892
3513446,1608979.08,0.0,1,0.9897,Outflow Risk,0.9897
12240443,1594241.8,0.0,1,0.9297,Outflow Risk,0.9297
2237,1593500.14,0.0,1,0.9964,Outflow Risk,0.9964
323154,1592500.0,0.0,0,0.1126,Neutral,0.1127
3364707,1592058.91,0.0,1,0.9958,Outflow Risk,0.9958
5860732,1590666.60999999,0.0,1,0.9965,Outflow Risk,0.9965
2999814,1588273.0,0.0,1,0.9972,Outflow Risk,0.9972
179477,1577859.4,0.0,1,0.9933,Outflow Risk,0.9933
14736115,1565000.0,0.0,1,0.9963,Outflow Risk,0.9963
1887835,1560500.0,0.0,1,0.9985,Outflow Risk,0.9985
3114489,1558000.0,0.0,1,0.9945,Outflow Risk,0.9945
1148021,1555081.99,0.0,1,0.9983,Outflow Risk,0.9983
1849292,1554402.36,0.0,1,0.9959,Outflow Risk,0.9959
23277736,1551716.01,0.0,0,0.1061,Neutral,0.1073
32214543,1550482.10999999,0.0,1,0.9991,Outflow Risk,0.9991
1513823,1538636.62,0.0,1,0.9682,Outflow Risk,0.9682
350717,1538065.09,0.0,1,0.9391,Outflow Risk,0.9391
22308313,1530000.0,0.0,1,0.985,Outflow Risk,0.985
5574366,1530000.0,0.0,0,0.0906,Neutral,0.0906
23631770,1512500.0,0.0,1,0.984,Outflow Risk,0.984
3004226,1510295.25,0.0,1,0.9936,Outflow Risk,0.9936
1897530,1503765.42,0.0,1,0.9978,Outflow Risk,0.9978
1766040,1495416.5,0.0,1,0.9972,Outflow Risk,0.9972
1634476,1488714.84,0.0,1,0.9974,Outflow Risk,0.9974
6358313,1487307.9,0.0,1,0.9758,Outflow Risk,0.9758
3845444,1474096.73,0.0,0,0.1476,Neutral,0.1477
6052902,1472450.32999999,0.0,1,0.9977,Outflow Risk,0.9977
766642,1471772.01,0.0,0,0.1209,Neutral,0.121
22768769,1467313.92,0.0,1,0.9931,Outflow Risk,0.9931
5953908,1466705.17,0.0,1,0.9544,Outflow Risk,0.9544
6022962,1466693.9,0.0,1,0.9984,Outflow Risk,0.9984
149746,1465058.58,0.0,1,0.9977,Outflow Risk,0.9977
1291577,1464375.0,0.0,0,0.0132,Consolidation Opportunity,0.778
19014014,1463973.8,0.0,1,0.9934,Outflow Risk,0.9934
5966182,1462678.52,0.0,1,0.9977,Outflow Risk,0.9977
5981388,1457386.95,0.0,0,0.1,Neutral,0.1008
66810,1454943.23,0.0,1,0.9961,Outflow Risk,0.9961
3236451,1450665.06,0.0,1,0.9952,Outflow Risk,0.9952
1195958,1449999.81,0.0,0,0.1087,Neutral,0.1091
780683,1448093.74,0.0,0,0.2294,Neutral,0.231
16420211,1439581.0,0.0,0,0.1208,Neutral,0.1213
329690,1436458.75,0.0,0,0.0849,Neutral,0.085
44179,1430873.33,0.0,1,0.9975,Outflow Risk,0.9975
4670602,1428200.0,0.0,1,0.9979,Outflow Risk,0.9979
25023,1427000.0,0.0,0,0.0945,Neutral,0.0949
12303908,1416283.56,0.0,0,0.0653,Neutral,0.0653
5987476,1415595.27,0.0,1,0.9983,Outflow Risk,0.9983
3791038,1402700.0,0.0,1,0.9859,Outflow Risk,0.9859
4472394,1392450.0,0.0,1,0.9958,Outflow Risk,0.9958
1347357,1388433.63,0.0,1,0.9977,Outflow Risk,0.9977
202850,1386902.08,0.0,1,0.9986,Outflow Risk,0.9986
1252163,1380959.19,0.0,1,0.9976,Outflow Risk,0.9976
5656238,1371271.91,0.0,0,0.1051,Neutral,0.1052
23119040,1367210.44,0.0,0,0.0828,Neutral,0.084
6018252,1366250.0,0.0,1,0.9965,Outflow Risk,0.9965
6050046,1364500.0,0.0,0,0.1238,Neutral,0.1254
25642,1355009.47,0.0,1,0.9851,Outflow Risk,0.9851
3856047,1352927.9,0.0,1,0.999,Outflow Risk,0.999
25286955,1350411.65,0.0,1,0.9647,Outflow Risk,0.9647
1159969,1348606.03,0.0,1,0.9926,Outflow Risk,0.9926
3245842,1342963.16,0.0,1,0.9916,Outflow Risk,0.9916
6082756,1340958.14,0.0,1,0.9963,Outflow Risk,0.9963
353432,1339229.58,0.0,0,0.1195,Neutral,0.12
4701431,1334000.02,0.0,1,0.9978,Outflow Risk,0.9978
5662178,1328400.0,0.0,1,0.9715,Outflow Risk,0.9715
6229176,1326466.51,0.0,1,0.9978,Outflow Risk,0.9978
6241292,1323027.19,0.0,1,0.9978,Outflow Risk,0.9978
22589666,1322297.31,0.0,1,0.9965,Outflow Risk,0.9965
23187849,1320374.39,0.0,0,0.1309,Neutral,0.1331
3507051,1320000.0,0.0,1,0.9961,Outflow Risk,0.9961
1194126,1315005.28,0.0,1,0.9947,Outflow Risk,0.9947
3581827,1312777.78,0.0,1,0.9992,Outflow Risk,0.9992
16350755,1311875.0,0.0,0,0.1578,Neutral,0.1612
13130132,1311447.24,0.0,1,0.9967,Outflow Risk,0.9967
6035580,1310250.0,0.0,0,0.0749,Neutral,0.29
6057657,1303335.2,0.0,0,0.1575,Neutral,0.1588
14095866,1301573.5,0.0,1,0.9597,Outflow Risk,0.9597
1654920,1293557.88,0.0,1,0.9968,Outflow Risk,0.9968
3910504,1286616.54,0.0,1,0.961,Outflow Risk,0.961
6091031,1285751.93,0.0,0,0.1511,Neutral,0.1515
3371803,1285200.0,0.0,1,0.912,Outflow Risk,0.912
18948649,1279500.0,0.0,1,0.985,Outflow Risk,0.985
1394021,1275362.46,0.0,0,0.1247,Neutral,0.1247
143877,1273428.51,0.0,1,0.8969,Outflow Risk,0.8969
2040132,1268396.22,0.0,1,0.7863,Outflow Risk,0.832
840730,1267595.9,0.0,1,0.9921,Outflow Risk,0.9921
342125,1263016.75,0.0,0,0.1084,Neutral,0.1097
1311187,1258253.14,0.0,0,0.0873,Neutral,0.0876
17800336,1252625.6,0.0,1,0.9352,Outflow Risk,0.9352
24734869,1251944.78,0.0,1,0.972,Outflow Risk,0.972
1146181,1251556.26,0.0,1,0.998,Outflow Risk,0.998
1853426,1247148.09,0.0,1,0.9978,Outflow Risk,0.9978
5979690,1243866.35,0.0,1,0.9867,Outflow Risk,0.9867
761216,1240853.26,0.0,1,0.9956,Outflow Risk,0.9956
23258271,1240625.0,0.0,1,0.9693,Outflow Risk,0.9693
4566056,1238332.29,0.0,1,0.9978,Outflow Risk,0.9978
891393,1234631.66,0.0,0,0.1544,Neutral,0.1549
53807,1223553.21,0.0,0,0.1009,Neutral,0.1009
14309725,1218571.46,0.0,1,0.9976,Outflow Risk,0.9976
325693,1212500.0,0.0,1,0.9817,Outflow Risk,0.9817
5859513,1210187.5,0.0,1,0.9983,Outflow Risk,0.9983
3652573,1205125.0,0.0,0,0.1483,Neutral,0.1493
2379614,1201268.0,0.0,0,0.18,Neutral,0.1811
12306343,1198941.33,0.0,0,0.078,Neutral,0.078
2431541,1198600.0,0.0,0,0.1418,Neutral,0.1432
1237088,1197261.1,0.0,0,0.1007,Neutral,0.1012
19033760,1191745.0,0.0,1,0.9898,Outflow Risk,0.9898
1410043,1189575.52,0.0,0,0.0991,Neutral,0.0991
830060,1186000.0,0.0,1,0.998,Outflow Risk,0.998
319090,1184800.0,0.0,0,0.0543,Consolidation Opportunity,0.4728
3952960,1184000.0,0.0,1,0.9977,Outflow Risk,0.9977
21960827,1176718.71,0.0,0,0.1536,Neutral,0.1536
2334378,1173786.76,0.0,1,0.9892,Outflow Risk,0.9893
1487731,1172105.44,0.0,0,0.3233,Neutral,0.3243
1542173,1170051.28,0.0,1,0.9417,Outflow Risk,0.9418
4182986,1167078.62,0.0,0,0.126,Neutral,0.1274
1845867,1163500.33,0.0,0,0.1651,Neutral,0.1651
2871610,1147000.0,0.0,0,0.1677,Neutral,0.1679
6049316,1143479.45,0.0,0,0.0674,Neutral,0.0675
4036197,1131606.0,0.0,0,0.1503,Neutral,0.1503
6192859,1130100.0,0.0,0,0.2365,Neutral,0.2375
259741,1128200.0,0.0,0,0.1064,Neutral,0.1064
6100606,1121892.19,0.0,1,0.9967,Outflow Risk,0.9967
2680758,1120151.29,0.0,0,0.1731,Neutral,0.1731
6140542,1118623.96,0.0,1,0.9979,Outflow Risk,0.9979
115645,1114578.45,0.0,0,0.1131,Neutral,0.1131
21960253,1113870.6,0.0,0,0.1144,Neutral,0.1144
5946436,1113642.09,0.0,0,0.1531,Neutral,0.1531
15691,1113558.25,0.0,1,0.9839,Outflow Risk,0.9839
1636734,1107048.18,0.0,1,0.9988,Outflow Risk,0.9988
1402529,1104101.77,0.0,0,0.1039,Neutral,0.1044
11972330,1103445.22,0.0,0,0.1025,Neutral,0.1026
326677,1100720.0,0.0,0,0.0762,Neutral,0.0762
5580226,1099788.88,0.0,0,0.1002,Neutral,0.1003
6015291,1098058.04,0.0,1,0.9897,Outflow Risk,0.9898
852938,1096684.07,0.0,1,0.998,Outflow Risk,0.998
2135909,1095133.74,0.0,0,0.0956,Neutral,0.0958
1165413,1094581.28,0.0,0,0.1474,Neutral,0.1475
4615407,1094424.91,0.0,0,0.1019,Neutral,0.1019
846090,1092000.0,0.0,0,0.0904,Neutral,0.0909
1839918,1090992.82,0.0,0,0.1038,Neutral,0.1043
5700693,1090875.0,0.0,1,0.9834,Outflow Risk,0.9834
671993,1090659.99,0.0,1,0.9971,Outflow Risk,0.9971
903830,1090625.0,0.0,1,0.9876,Outflow Risk,0.9877
78395,1081997.99,0.0,0,0.1769,Neutral,0.1774
2425840,1080737.0,0.0,1,0.9939,Outflow Risk,0.9939
22585551,1078772.33,0.0,0,0.0752,Neutral,0.0753
893443,1078077.77,0.0,0,0.1052,Neutral,0.1057
3635831,1077500.0,0.0,0,0.1222,Neutral,0.1227
6041843,1076699.92,0.0,0,0.1195,Neutral,0.1201
2007256,1076599.66,0.0,0,0.138,Neutral,0.1384
2158665,1076212.14,0.0,0,0.0947,Neutral,0.0952
24613929,1074737.91,0.0,0,0.1272,Neutral,0.1293
356031,1073250.0,0.0,1,0.9237,Outflow Risk,0.9237
3618423,1067478.57,0.0,1,0.9928,Outflow Risk,0.9928
864502,1066434.99,0.0,1,0.9944,Outflow Risk,0.9944
3505504,1063689.58,0.0,0,0.1605,Neutral,0.161
22594197,1063666.67,0.0,1,0.9987,Outflow Risk,0.9987
4366970,1057504.56,0.0,1,0.9982,Outflow Risk,0.9982
4647455,1056500.0,0.0,0,0.1086,Neutral,0.1087
4644226,1054500.03,0.0,0,0.1089,Neutral,0.1095
5949245,1053300.0,0.0,0,0.2837,Neutral,0.2838
27371879,1049616.62,0.0,1,0.988,Outflow Risk,0.988
4356207,1047944.43,0.0,0,0.1451,Neutral,0.1466
15730403,1041334.5,0.0,0,0.0839,Neutral,0.0839
6088782,1038931.5,0.0,0,0.1652,Neutral,0.1656
401369,1033382.32,0.0,0,0.0894,Neutral,0.0894
5555213,1033294.48,0.0,1,0.9945,Outflow Risk,0.9945
5665948,1030920.61,0.0,1,0.9779,Outflow Risk,0.9779
6105843,1030600.0,0.0,0,0.1079,Neutral,0.1079
19086247,1028683.53,0.0,0,0.1066,Neutral,0.1067
872759,1025405.03,0.0,0,0.0966,Neutral,0.0967
6008434,1025220.22,0.0,0,0.0764,Neutral,0.2507
1909973,1022856.8,0.0,1,0.9947,Outflow Risk,0.9947
341438,1022672.68,0.0,0,0.0959,Neutral,0.0966
3516487,1021250.0,0.0,0,0.0608,Neutral,0.0608
2764684,1019685.37,0.0,0,0.1099,Neutral,0.1099
4601784,1018326.84,0.0,0,0.0954,Neutral,0.0955
4500139,1016083.69,0.0,0,0.2678,Neutral,0.2679
245689,1015726.77,0.0,0,0.1261,Neutral,0.1261
3556213,1014587.64,0.0,0,0.1627,Neutral,0.1628
3699901,1013391.5,0.0,0,0.1266,Neutral,0.1267
581249,1009800.0,0.0,0,0.1094,Neutral,0.1094
177945,1005833.3,0.0,1,0.9975,Outflow Risk,0.9975
25292298,1002633.59,0.0,0,0.0884,Neutral,0.0892
68769,1002266.64,0.0,0,0.1049,Neutral,0.1049
17801885,1000887.08,0.0,0,0.2039,Neutral,0.2045
19545039,999147.71,0.0,1,0.9945,Outflow Risk,0.9945
5966289,997200.0,0.0,1,0.9884,Outflow Risk,0.9885
2563519,994500.0,0.0,0,0.102,Neutral,0.1021
14672622,994500.0,0.0,0,0.175,Neutral,0.1756
5668160,994394.78,0.0,1,0.6869,Outflow Risk,0.7434
2352585,994065.33,0.0,0,0.0834,Neutral,0.0835
6139643,994000.0,0.0,0,0.0995,Neutral,0.0995
1386412,989878.75,0.0,0,0.2188,Neutral,0.219
4635307,987964.34,0.0,1,0.9467,Outflow Risk,0.9467
6006651,986363.76,0.0,0,0.1094,Neutral,0.11
1406349,985888.83,0.0,0,0.166,Neutral,0.168
3580763,983829.74,0.0,0,0.1067,Neutral,0.1072
1705030,983484.0,0.0,0,0.1127,Neutral,0.1133
2258130,981182.3,0.0,1,0.997,Outflow Risk,0.997
137132,979949.39,0.0,0,0.1421,Neutral,0.1426
22096300,979200.0,0.0,0,0.1691,Neutral,0.1696
833862,979099.95,0.0,0,0.1265,Neutral,0.1266
11341945,974358.37,0.0,0,0.1064,Neutral,0.1069
1090761,971215.41,0.0,0,0.1218,Neutral,0.1223
6017686,971056.71,0.0,1,0.9798,Outflow Risk,0.9798
21990529,970986.32,0.0,0,0.1021,Neutral,0.1025
128677,970605.66,0.0,0,0.1202,Neutral,0.1202
5662295,970000.0,0.0,1,0.9971,Outflow Risk,0.9971
110788,969649.09,0.0,1,0.9954,Outflow Risk,0.9954
163342,964222.74,0.0,0,0.1075,Neutral,0.1079
3626985,961666.6,0.0,0,0.0907,Neutral,0.0907
4701275,956501.17,0.0,1,0.9884,Outflow Risk,0.9884
27418068,952200.0,0.0,1,0.9926,Outflow Risk,0.9926
5926992,950993.12,0.0,0,0.0823,Neutral,0.0823
17802773,950500.0,0.0,0,0.0436,Neutral,0.3282
767268,950355.28,0.0,1,0.9945,Outflow Risk,0.9945
32214133,945000.0,0.0,0,0.1122,Neutral,0.1127
5554901,944305.05,0.0,0,0.1649,Neutral,0.1653
3227071,943151.67,0.0,0,0.0895,Neutral,0.0896
5409531,941904.63,0.0,1,0.9974,Outflow Risk,0.9974
10731579,941047.05,0.0,0,0.0808,Neutral,0.0813
6272507,940262.95,0.0,0,0.0886,Neutral,0.0892
1861410,934243.6,0.0,1,0.9971,Outflow Risk,0.9971
350184,927634.8,0.0,0,0.1069,Neutral,0.107
244810,926755.19,0.0,0,0.2413,Neutral,0.2423
1385023,926285.83,0.0,1,0.993,Outflow Risk,0.993
14651949,925000.0,0.0,1,0.9942,Outflow Risk,0.9942
5776241,924879.66,0.0,0,0.1376,Neutral,0.1378
3519964,921800.0,0.0,0,0.1752,Neutral,0.1763
19034116,921000.0,0.0,1,0.9915,Outflow Risk,0.9915
654157,919738.5,0.0,0,0.2622,Neutral,0.2666
6120056,918481.94,0.0,0,0.1113,Neutral,0.1113
40059,917734.26,0.0,0,0.1552,Neutral,0.1552
1230793,912000.0,0.0,0,0.1118,Neutral,0.1123
2286202,912000.0,0.0,1,0.997,Outflow Risk,0.997
22108544,911727.21,0.0,0,0.1581,Neutral,0.2616
2186747,910000.0,0.0,0,0.1651,Neutral,0.1652
3766852,910000.0,0.0,0,0.0898,Neutral,0.0899
5617817,910000.0,0.0,1,0.9979,Outflow Risk,0.9979
182913,907750.0,0.0,0,0.1071,Neutral,0.1075
742281,907670.0,0.0,0,0.1314,Neutral,0.3531
1066088,906953.05,0.0,0,0.1312,Neutral,0.1312
3894785,906237.21,0.0,0,0.1205,Neutral,0.1206
18584725,901648.1,0.0,0,0.1396,Neutral,0.1397
6204845,901137.33,0.0,1,0.9861,Outflow Risk,0.9861
2640812,899578.82,0.0,0,0.1446,Neutral,0.1451
19016058,897900.0,0.0,0,0.0862,Neutral,0.0862
11562468,897579.42,0.0,0,0.0882,Neutral,0.0883
1465906,892316.05,0.0,1,0.9969,Outflow Risk,0.9969
