PartyId,PartyAge,n_accounts_named_on,associated_portfolio_total,any_owner_70plus,any_owner_80plus,n_advisory_accts,in_client_household,conversion_probability,priority_tier,primary_role,roles_held,rank,cluster,segment_name
6236208,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Primary Beneficiary,Primary Beneficiary,709,0,Older Wealth-Adjacent (60+)
12505882,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,,,710,2,Client Household Members
330707,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Primary Beneficiary,Primary Beneficiary,711,0,Older Wealth-Adjacent (60+)
2196453,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Contingent Beneficiary,Contingent Beneficiary,712,0,Older Wealth-Adjacent (60+)
3592810,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Primary Beneficiary,Primary Beneficiary,713,0,Older Wealth-Adjacent (60+)
10738869,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Trusted Contact,"Transfer on Death (TOD) Bene Primary, Trusted Contact",714,0,Older Wealth-Adjacent (60+)
696613,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Primary Beneficiary,Primary Beneficiary,715,0,Older Wealth-Adjacent (60+)
6180470,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Trusted Contact,"Contingent Beneficiary, Trusted Contact",716,0,Older Wealth-Adjacent (60+)
11759292,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,,,717,0,Older Wealth-Adjacent (60+)
114612,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Primary Beneficiary,Primary Beneficiary,718,0,Older Wealth-Adjacent (60+)
10996941,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,,,719,3,Minors — Long-term Growth Opportunity
17102885,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,,,720,0,Older Wealth-Adjacent (60+)
2409464,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92563635,Very High,Contingent Beneficiary,Contingent Beneficiary,721,2,Client Household Members
3538579,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Primary Beneficiary,Primary Beneficiary,722,0,Older Wealth-Adjacent (60+)
10941226,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,,,723,0,Older Wealth-Adjacent (60+)
11570738,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Primary Beneficiary,Primary Beneficiary,724,0,Older Wealth-Adjacent (60+)
754170,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Primary Beneficiary,Primary Beneficiary,725,0,Older Wealth-Adjacent (60+)
264513,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Trusted Contact,"Primary Beneficiary, Trusted Contact",726,0,Older Wealth-Adjacent (60+)
2495920,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Primary Beneficiary,Primary Beneficiary,727,0,Older Wealth-Adjacent (60+)
52750,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Contingent Beneficiary,Contingent Beneficiary,728,2,Client Household Members
1132545,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Primary Beneficiary,Primary Beneficiary,729,0,Older Wealth-Adjacent (60+)
1499397,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Primary Beneficiary,Primary Beneficiary,730,0,Older Wealth-Adjacent (60+)
5774125,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Contingent Beneficiary,Contingent Beneficiary,731,0,Older Wealth-Adjacent (60+)
17976378,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,,,732,0,Older Wealth-Adjacent (60+)
17876854,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,,,733,0,Older Wealth-Adjacent (60+)
790052,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,734,0,Older Wealth-Adjacent (60+)
13857798,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,Trusted Contact,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary, Trusted Contact",735,0,Older Wealth-Adjacent (60+)
30311227,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,,,736,0,Older Wealth-Adjacent (60+)
10975340,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92557436,Very High,,,737,2,Client Household Members
3612719,20.0,1.0,9437.38,0.0,0.0,0.0,1.0,0.92537993,Very High,Contingent Beneficiary,"Contingent Beneficiary, Minor",738,2,Client Household Members
10880255,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,739,0,Older Wealth-Adjacent (60+)
11010977,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,740,2,Client Household Members
1454071,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,Primary Beneficiary,Primary Beneficiary,741,0,Older Wealth-Adjacent (60+)
14872392,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,742,0,Older Wealth-Adjacent (60+)
11926679,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,743,0,Older Wealth-Adjacent (60+)
5895307,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,744,0,Older Wealth-Adjacent (60+)
5841645,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,Primary Beneficiary,Primary Beneficiary,745,2,Client Household Members
17411135,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,746,0,Older Wealth-Adjacent (60+)
1049901,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",747,0,Older Wealth-Adjacent (60+)
24173029,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,748,2,Client Household Members
11018699,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,749,0,Older Wealth-Adjacent (60+)
11199111,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,750,0,Older Wealth-Adjacent (60+)
782967,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,Primary Beneficiary,Primary Beneficiary,751,2,Client Household Members
4693698,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,Primary Beneficiary,Primary Beneficiary,752,0,Older Wealth-Adjacent (60+)
296698,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,Primary Beneficiary,Primary Beneficiary,753,0,Older Wealth-Adjacent (60+)
10939484,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9245363,Very High,,,754,2,Client Household Members
10995773,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,755,2,Client Household Members
6236210,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,756,2,Client Household Members
11901372,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,757,0,Older Wealth-Adjacent (60+)
6236209,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,758,0,Older Wealth-Adjacent (60+)
11913122,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Trusted Contact,Trusted Contact,759,0,Older Wealth-Adjacent (60+)
11106858,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,760,0,Older Wealth-Adjacent (60+)
10903715,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,761,0,Older Wealth-Adjacent (60+)
10996376,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,762,0,Older Wealth-Adjacent (60+)
6113331,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,763,0,Older Wealth-Adjacent (60+)
11101908,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,764,0,Older Wealth-Adjacent (60+)
1728505,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,765,0,Older Wealth-Adjacent (60+)
1722892,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",766,0,Older Wealth-Adjacent (60+)
6092162,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,767,0,Older Wealth-Adjacent (60+)
823446,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,768,0,Older Wealth-Adjacent (60+)
25603213,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,769,0,Older Wealth-Adjacent (60+)
812516,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,770,0,Older Wealth-Adjacent (60+)
11232604,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,771,0,Older Wealth-Adjacent (60+)
11232561,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,772,0,Older Wealth-Adjacent (60+)
1589307,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,773,0,Older Wealth-Adjacent (60+)
751246,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,774,0,Older Wealth-Adjacent (60+)
4380465,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",775,0,Older Wealth-Adjacent (60+)
11232733,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,776,0,Older Wealth-Adjacent (60+)
14860139,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,777,0,Older Wealth-Adjacent (60+)
27190044,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,778,0,Older Wealth-Adjacent (60+)
28904914,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,779,0,Older Wealth-Adjacent (60+)
10890133,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,780,0,Older Wealth-Adjacent (60+)
14906139,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,781,0,Older Wealth-Adjacent (60+)
1049911,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",782,0,Older Wealth-Adjacent (60+)
1049905,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",783,0,Older Wealth-Adjacent (60+)
61564,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",784,0,Older Wealth-Adjacent (60+)
1091294,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,785,0,Older Wealth-Adjacent (60+)
2409466,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,786,0,Older Wealth-Adjacent (60+)
1049908,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",787,0,Older Wealth-Adjacent (60+)
10854186,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,788,0,Older Wealth-Adjacent (60+)
1892854,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,789,0,Older Wealth-Adjacent (60+)
12097140,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,790,0,Older Wealth-Adjacent (60+)
11010967,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,791,0,Older Wealth-Adjacent (60+)
10995710,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,792,0,Older Wealth-Adjacent (60+)
2433812,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,793,0,Older Wealth-Adjacent (60+)
3172885,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,794,0,Older Wealth-Adjacent (60+)
11010970,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,795,0,Older Wealth-Adjacent (60+)
2477356,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,796,0,Older Wealth-Adjacent (60+)
3168886,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Trusted Contact,"Primary Beneficiary, Trusted Contact",797,0,Older Wealth-Adjacent (60+)
26884819,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,798,0,Older Wealth-Adjacent (60+)
3029625,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,799,0,Older Wealth-Adjacent (60+)
304848,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,800,2,Client Household Members
306450,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,801,0,Older Wealth-Adjacent (60+)
26929535,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,802,0,Older Wealth-Adjacent (60+)
18986430,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Trusted Contact,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary, Trusted Contact",803,0,Older Wealth-Adjacent (60+)
1782538,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,804,0,Older Wealth-Adjacent (60+)
363447,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,805,0,Older Wealth-Adjacent (60+)
14240242,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,806,0,Older Wealth-Adjacent (60+)
11024782,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,807,0,Older Wealth-Adjacent (60+)
12379831,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,808,0,Older Wealth-Adjacent (60+)
2196454,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,809,0,Older Wealth-Adjacent (60+)
1513447,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",810,0,Older Wealth-Adjacent (60+)
21347541,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,811,0,Older Wealth-Adjacent (60+)
36154052,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,812,0,Older Wealth-Adjacent (60+)
23219187,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,813,0,Older Wealth-Adjacent (60+)
23264889,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,814,0,Older Wealth-Adjacent (60+)
6235334,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,815,0,Older Wealth-Adjacent (60+)
500748,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,816,0,Older Wealth-Adjacent (60+)
5795615,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,817,2,Client Household Members
10948675,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,818,0,Older Wealth-Adjacent (60+)
27504038,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,819,0,Older Wealth-Adjacent (60+)
11631208,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,820,0,Older Wealth-Adjacent (60+)
27549075,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,821,0,Older Wealth-Adjacent (60+)
11766090,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,822,2,Client Household Members
3295968,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",823,0,Older Wealth-Adjacent (60+)
4325664,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,824,0,Older Wealth-Adjacent (60+)
1185997,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,825,0,Older Wealth-Adjacent (60+)
2241664,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,826,0,Older Wealth-Adjacent (60+)
11023694,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,827,0,Older Wealth-Adjacent (60+)
10968400,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,828,0,Older Wealth-Adjacent (60+)
3556093,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,829,2,Client Household Members
17935286,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,830,0,Older Wealth-Adjacent (60+)
10969371,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,831,0,Older Wealth-Adjacent (60+)
6142075,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,832,0,Older Wealth-Adjacent (60+)
11193559,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,833,0,Older Wealth-Adjacent (60+)
1132116,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,834,0,Older Wealth-Adjacent (60+)
23604740,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",835,2,Client Household Members
197829,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Primary Beneficiary,Primary Beneficiary,836,2,Client Household Members
27150325,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,,,837,2,Client Household Members
5795613,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239996,Very High,Contingent Beneficiary,Contingent Beneficiary,838,2,Client Household Members
26888155,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,839,2,Client Household Members
23346805,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,840,2,Client Household Members
10992942,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,841,2,Client Household Members
10992750,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,842,0,Older Wealth-Adjacent (60+)
10834202,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,843,0,Older Wealth-Adjacent (60+)
30712975,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,844,0,Older Wealth-Adjacent (60+)
1185998,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,845,0,Older Wealth-Adjacent (60+)
175113,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,846,0,Older Wealth-Adjacent (60+)
6142073,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,847,0,Older Wealth-Adjacent (60+)
4911691,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,848,0,Older Wealth-Adjacent (60+)
6332489,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",849,2,Client Household Members
4911705,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,850,0,Older Wealth-Adjacent (60+)
200320,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Trusted Contact,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary, Trusted Contact",851,0,Older Wealth-Adjacent (60+)
2704568,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,852,0,Older Wealth-Adjacent (60+)
5601502,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Trusted Contact,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary, Trusted Contact",853,2,Client Household Members
16285098,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,854,0,Older Wealth-Adjacent (60+)
10980013,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,855,0,Older Wealth-Adjacent (60+)
6184220,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,856,0,Older Wealth-Adjacent (60+)
5769013,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,857,0,Older Wealth-Adjacent (60+)
91899,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,858,0,Older Wealth-Adjacent (60+)
10933363,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,859,0,Older Wealth-Adjacent (60+)
1589308,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,860,2,Client Household Members
1594018,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",861,0,Older Wealth-Adjacent (60+)
5858268,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,"Contingent Beneficiary, Transfer on Death (TOD) Bene Contingent",862,0,Older Wealth-Adjacent (60+)
1717880,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,863,0,Older Wealth-Adjacent (60+)
25982402,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,864,0,Older Wealth-Adjacent (60+)
1891857,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,865,0,Older Wealth-Adjacent (60+)
15561667,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,866,0,Older Wealth-Adjacent (60+)
18887501,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,867,0,Older Wealth-Adjacent (60+)
3168905,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,868,0,Older Wealth-Adjacent (60+)
701322,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,869,2,Client Household Members
2495922,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,870,0,Older Wealth-Adjacent (60+)
1633356,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,871,0,Older Wealth-Adjacent (60+)
5795611,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,872,0,Older Wealth-Adjacent (60+)
2222627,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,873,2,Client Household Members
1111240,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,874,2,Client Household Members
18005006,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,875,0,Older Wealth-Adjacent (60+)
707873,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,876,0,Older Wealth-Adjacent (60+)
10992757,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,877,0,Older Wealth-Adjacent (60+)
1185999,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,878,0,Older Wealth-Adjacent (60+)
11519563,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,879,0,Older Wealth-Adjacent (60+)
20095750,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,880,0,Older Wealth-Adjacent (60+)
10996126,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,881,0,Older Wealth-Adjacent (60+)
11768288,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Trusted Contact,"Primary Beneficiary, Trusted Contact",882,2,Client Household Members
10940373,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,883,0,Older Wealth-Adjacent (60+)
1632360,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,884,0,Older Wealth-Adjacent (60+)
175114,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,885,0,Older Wealth-Adjacent (60+)
6142074,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,886,2,Client Household Members
19979554,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,,,887,0,Older Wealth-Adjacent (60+)
3567906,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Primary Beneficiary,Primary Beneficiary,888,0,Older Wealth-Adjacent (60+)
213859,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221614,Very High,Contingent Beneficiary,Contingent Beneficiary,889,0,Older Wealth-Adjacent (60+)
